index,model_name,vocab_size,max_seq_length,embedding_dim,embedding_type,embedding_source,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0,cnn,10000,5,50,glove,glove.6B.50d,0.9155525,70.994085,0.9821726999999999,70.031583,1.0430427,67.444664,0.6761461142436872,0.6761461142436872,0.6761461142436872,0.3971153424390545,0.3291505269636262,0.3971153424390545,0.6526587680897449,0.6761461142436872,0.6349444248427263
1,cnn,10000,5,50,glove,glove.6B.50d,0.91662836,71.00072,0.98874754,70.14640999999999,1.0321109,67.13379,0.6724687423388085,0.6724687423388085,0.6724687423388085,0.3962124683431652,0.32412005541386824,0.3962124683431652,0.6383039153674482,0.6724687423388085,0.6356060256276899
2,cnn,10000,5,50,glove,glove.6B.50d,0.91820794,70.99795999999999,0.97941816,70.18515000000001,1.0547277,66.69108,0.6683010541799461,0.6683010541799461,0.6683010541799461,0.4107671347258196,0.317663330042134,0.4107671347258196,0.6484199586596805,0.6683010541799461,0.6322597105657224
3,cnn,10000,5,50,glove,glove.6B.50d,0.91813105,70.97356,0.9805733,70.33343,1.0509334,66.743165,0.668546212306938,0.668546212306938,0.668546212306938,0.4139963676438248,0.2919665179799452,0.4139963676438248,0.6360381188438858,0.668546212306938,0.6251667572598434
4,cnn,10000,5,50,glove,glove.6B.50d,0.9153788,71.01955,0.9860136999999999,70.27975,1.0435326999999999,67.768556,0.6788428536405982,0.6788428536405982,0.6788428536405982,0.4178652123744278,0.32140886578630795,0.4178652123744278,0.6585707990123046,0.6788428536405982,0.6370578143810268
5,cnn,10000,5,50,glove,glove.6B.50d,0.91146576,71.10663000000001,0.98353684,70.32876,1.0569235000000001,67.88412,0.6805589605295416,0.6805589605295416,0.6805589605295416,0.41820510833242797,0.3023250195962368,0.41820510833242797,0.6509284494009661,0.6805589605295416,0.6412977797402899
6,cnn,10000,5,50,glove,glove.6B.50d,0.91692245,71.025354,0.9858124,70.07733,1.0455686,67.30794300000001,0.6739396911007599,0.6739396911007599,0.6739396911007599,0.3766449857256292,0.29107318522291903,0.3766449857256292,0.643575097779145,0.6739396911007599,0.6362885870060148
7,cnn,10000,5,50,glove,glove.6B.50d,0.9149103999999999,71.077776,0.983593,70.292664,1.0419445999999999,67.451173,0.6756557979897033,0.6756557979897033,0.6756557979897033,0.4490800319790635,0.3147736919408699,0.4490800319790635,0.6507618906825166,0.6756557979897033,0.6334206610145345
8,cnn,10000,5,50,glove,glove.6B.50d,0.91547716,71.02646,0.98490936,69.89871,1.0327027,66.663414,0.6683010541799461,0.6683010541799461,0.6683010541799461,0.4039434092123668,0.2762631039279923,0.4039434092123668,0.6486119697229453,0.6683010541799461,0.6279437874843331
9,cnn,10000,5,50,glove,glove.6B.50d,0.9117656,71.127903,0.9835739,70.22825,1.0186336,67.594403,0.6773719048786467,0.6773719048786467,0.6773719048786467,0.3914920589135487,0.3087331280844968,0.3914920589135487,0.6367907971664156,0.6773719048786467,0.6433417490033243
10,cnn,10000,10,50,glove,glove.6B.50d,0.79996485,75.08435999999999,0.9745161,72.667414,0.97443444,69.129235,0.6930620250061289,0.6930620250061289,0.6930620250061289,0.3691527716305281,0.33589075740293817,0.3691527716305281,0.6526422159847644,0.6930620250061289,0.6589023271147294
11,cnn,10000,10,50,glove,glove.6B.50d,0.7989913000000001,74.98979,0.9594507999999999,72.825956,0.9515269000000001,70.23111999999999,0.7038489825937729,0.7038489825937729,0.7038489825937729,0.39967665809439,0.32577066258657883,0.39967665809439,0.6708692543513718,0.7038489825937729,0.6691104367391557
12,cnn,10000,10,50,glove,glove.6B.50d,0.7984998999999999,75.11028,0.9469059000000001,72.83841,0.94763553,70.61849,0.7080166707526354,0.7080166707526354,0.7080166707526354,0.4134422898716825,0.3284449930658659,0.4134422898716825,0.6766592751688129,0.7080166707526354,0.6744920223304748
13,cnn,10000,10,50,glove,glove.6B.50d,0.7983637,75.059265,0.959619,72.27237,0.943493,70.03581,0.7018877175778377,0.7018877175778377,0.7018877175778377,0.4406017340603467,0.34353378089515674,0.4406017340603467,0.6685059788742586,0.7018877175778377,0.6744168255976057
14,cnn,10000,10,50,glove,glove.6B.50d,0.7970373000000001,75.14904,0.96121776,72.640187,0.95168436,70.27995,0.7043392988477568,0.7043392988477568,0.7043392988477568,0.3904159781388026,0.3263488658208009,0.3904159781388026,0.6718685615101836,0.7043392988477568,0.6717471243736387
15,cnn,10000,10,50,glove,glove.6B.50d,0.7994385,75.015914,0.9572723,72.85132,0.9592396000000001,70.499676,0.7065457219906841,0.7065457219906841,0.7065457219906841,0.383577896002924,0.3061302922557813,0.383577896002924,0.6692493985132704,0.7065457219906841,0.6716385072701689
16,cnn,10000,10,50,glove,glove.6B.50d,0.8004518,75.105345,0.9308890999999999,73.029625,0.95290613,70.13997400000001,0.7023780338318215,0.7023780338318215,0.7023780338318215,0.4338311911832374,0.3235672743779203,0.4338311911832374,0.6743306792479022,0.7023780338318215,0.6731235217737062
17,cnn,10000,10,50,glove,glove.6B.50d,0.79748434,75.146,0.94172055,73.115975,0.9643464,70.66732,0.7085069870066193,0.7085069870066193,0.7085069870066192,0.476223972840459,0.3639085819531097,0.476223972840459,0.6811837384299448,0.7085069870066193,0.6771174099233206
18,cnn,10000,10,50,glove,glove.6B.50d,0.7946928000000001,75.13083999999999,0.9411075000000001,73.08828000000001,0.94429964,70.750326,0.7085069870066193,0.7085069870066193,0.7085069870066192,0.3790766388631263,0.3524156785962999,0.3790766388631263,0.6715314028984283,0.7085069870066193,0.6825914501868161
19,cnn,10000,10,50,glove,glove.6B.50d,0.7989139000000001,75.09094,0.9656368000000001,72.64703,0.94279146,70.262045,0.703603824466781,0.703603824466781,0.703603824466781,0.3883867236768222,0.2928244809464275,0.3883867236768222,0.6737513773614323,0.703603824466781,0.6733491868788868
20,cnn,10000,15,50,glove,glove.6B.50d,0.7748033000000001,75.63109,0.91074437,73.76540299999999,0.9433759,70.57292,0.7072811963716598,0.7072811963716598,0.7072811963716598,0.3893117702606935,0.30465927805600823,0.3893117702606935,0.669991854062179,0.7072811963716598,0.6670709735707575
21,cnn,10000,15,50,glove,glove.6B.50d,0.77671444,75.56675,0.8874863000000002,73.85518,0.9150065999999999,72.13542,0.7229713164991419,0.7229713164991419,0.722971316499142,0.40213746114353,0.3336256377127558,0.40213746114353,0.6934772228545608,0.7229713164991419,0.6994300103218496
22,cnn,10000,15,50,glove,glove.6B.50d,0.77434033,75.65343000000001,0.91588646,73.764783,0.9169931,70.92122400000001,0.7102230938955626,0.7102230938955626,0.7102230938955627,0.4862590393628825,0.3588656038958279,0.4862590393628825,0.6764165642126039,0.7102230938955626,0.6740626585497891
